index,validMoves,uniqueValidMoves,coverageRatio,twoCellMoves,threeCellMoves,fourPlusMoves,occupiedRegions,spatialDistributionScore,maxCellParticipationRatio,overlapScore,largestMove,averageArea,scorePotential,progress0ClearedRatio,progress0ValidMoves,progress0HasMove,progress1ClearedRatio,progress1ValidMoves,progress1HasMove,progress2ClearedRatio,progress2ValidMoves,progress2HasMove,progress3ClearedRatio,progress3ValidMoves,progress3HasMove
47,58,58,0.6058823529411764,40,10,8,9,97.93959799114936,0.06896551724137931,79.3103448275862,4,2.4482758620689653,103,0.10588235294117647,57,true,0.24705882352941178,52,true,0.5058823529411764,29,true,0.711764705882353,0,false
48,63,63,0.6411764705882353,46,11,6,9,97.20446445618991,0.06349206349206349,80.95238095238095,5,2.4126984126984126,109,0.1,59,true,0.2529411764705882,50,true,0.5,30,true,0.7352941176470589,0,false
49,68,68,0.6941176470588235,46,15,7,9,97.69017461657108,0.04411764705882353,88.23529411764706,4,2.426470588235294,118,0.10588235294117647,63,true,0.2529411764705882,54,true,0.5,27,true,0.7411764705882353,0,false
50,73,73,0.6882352941176471,49,17,7,9,97.24208525567725,0.0547945205479452,83.56164383561644,5,2.4383561643835616,117,0.10588235294117647,71,true,0.24705882352941178,63,true,0.5,38,true,0.7588235294117647,11,true
51,64,64,0.6176470588235294,43,9,12,9,98.04516521562408,0.046875,87.5,4,2.515625,105,0.1,63,true,0.2529411764705882,48,true,0.5058823529411764,26,true,0.7176470588235294,0,false
52,63,63,0.6,43,11,9,9,95.91787364500989,0.047619047619047616,87.3015873015873,5,2.4761904761904763,102,0.1,56,true,0.24705882352941178,43,true,0.5,18,true,0.6705882352941176,0,false
53,64,64,0.6,46,16,2,9,98.17562103593627,0.0625,81.25,4,2.3125,102,0.1,64,true,0.2529411764705882,54,true,0.5,33,true,0.7,0,false
54,61,61,0.6058823529411764,42,13,6,9,95.90881228553104,0.04918032786885246,86.88524590163935,4,2.4098360655737703,103,0.1,60,true,0.24705882352941178,47,true,0.5058823529411764,27,true,0.6882352941176471,0,false
55,58,58,0.611764705882353,41,13,4,9,99.62147139840819,0.05172413793103448,86.20689655172414,5,2.3793103448275863,104,0.1,55,true,0.2529411764705882,53,true,0.5,25,true,0.6823529411764706,0,false
56,66,66,0.6235294117647059,48,12,6,9,97.78031590579592,0.06060606060606061,81.81818181818181,4,2.3636363636363638,106,0.1,60,true,0.2529411764705882,48,true,0.5,21,true,0.7235294117647059,0,false
57,63,63,0.6294117647058823,44,13,6,9,98.05628154148215,0.047619047619047616,87.3015873015873,5,2.4126984126984126,107,0.10588235294117647,55,true,0.24705882352941178,45,true,0.5,22,true,0.6411764705882353,0,false
58,68,68,0.6470588235294118,47,13,8,9,95.70093423250886,0.058823529411764705,82.3529411764706,4,2.426470588235294,110,0.10588235294117647,68,true,0.24705882352941178,51,true,0.5,19,true,0.6235294117647059,0,false
59,67,67,0.6529411764705882,50,13,4,9,98.19742744357633,0.05970149253731343,82.08955223880596,4,2.3134328358208953,111,0.10588235294117647,62,true,0.24705882352941178,56,true,0.5,36,true,0.7,0,false
60,62,62,0.6176470588235294,45,10,7,9,96.34551174698242,0.06451612903225806,80.64516129032258,5,2.4193548387096775,105,0.10588235294117647,62,true,0.2529411764705882,46,true,0.5117647058823529,15,true,0.6058823529411764,0,false
61,67,67,0.6058823529411764,49,15,3,9,95.55545140691648,0.05970149253731343,82.08955223880596,4,2.3134328358208953,103,0.10588235294117647,63,true,0.24705882352941178,56,true,0.5117647058823529,32,true,0.7411764705882353,0,false
62,63,63,0.6058823529411764,43,17,3,9,98.28080290953444,0.047619047619047616,87.3015873015873,4,2.365079365079365,103,0.1,62,true,0.2529411764705882,56,true,0.5058823529411764,29,true,0.7,0,false
